FFQ	118	0	0	1	3	1	2	6	13	7	4	6	3	6	4	5	3	4	4	4	5	5	2	4	6	8	9	10	18	12	13	13	12	14	12	7	2	14	15	14	15	23	24	28	46	27	23	15	19	20	8	459	0
FFQ	119	0	0	1	3	1	2	4	7	6	5	6	4	8	5	3	5	4	4	5	5	2	4	2	10	5	8	4	18	13	18	7	10	16	15	10	14	8	15	16	12	23	31	17	24	32	23	27	22	18	14	462	0
FFQ	120	0	0	2	2	1	1	5	4	6	8	2	7	6	5	1	7	6	2	6	6	4	2	2	10	4	12	10	14	8	12	11	15	11	17	13	13	6	18	16	18	21	26	29	23	26	27	35	18	11	10	459	0
FFQ	121	0	0	2	1	2	2	2	5	7	4	4	7	9	4	4	9	5	3	3	6	3	3	10	6	4	13	12	10	16	6	17	7	13	12	13	9	8	17	14	17	26	24	26	31	23	21	23	19	23	13	459	0
FFQ	122	0	0	2	1	0	1	7	4	6	4	7	5	11	6	1	5	7	4	4	5	2	8	5	9	4	8	5	7	11	21	16	18	13	9	10	12	12	14	21	13	27	19	22	30	30	29	19	29	22	12	440	0
FFQ	123	0	0	1	2	4	0	6	3	5	4	7	4	8	8	2	4	3	1	2	9	6	7	10	12	8	6	4	5	11	14	8	13	17	13	13	11	12	18	22	15	26	22	18	28	25	25	23	26	24	11	451	0
FFQ	124	0	0	0	2	4	6	3	4	4	2	9	7	6	3	3	5	4	5	4	4	6	5	6	8	12	12	2	7	21	15	4	17	18	5	12	15	9	22	14	13	13	36	18	27	35	30	17	24	12	7	460	0
FFQ	125	0	0	1	1	5	6	4	5	4	5	4	7	2	5	2	5	4	8	3	3	8	3	8	6	4	9	12	8	14	16	17	11	14	10	12	9	16	17	18	13	22	32	37	26	23	33	23	19	10	17	435	0
FFQ	126	0	0	1	1	3	6	7	4	4	8	2	4	5	5	0	7	7	6	4	2	5	3	5	5	5	11	8	10	14	12	22	12	10	17	12	12	11	18	14	13	23	30	33	26	39	29	17	17	18	8	441	0
FFQ	127	0	0	1	2	2	6	8	8	2	8	7	3	5	4	2	1	5	2	3	3	5	3	4	5	10	11	10	11	7	21	14	13	10	11	7	15	12	16	19	20	30	26	22	37	26	24	18	22	12	15	448	0
FFQ	128	0	0	1	2	2	3	10	7	3	11	6	1	5	2	2	7	2	1	7	7	1	5	4	5	7	7	10	11	7	17	15	17	10	10	11	8	10	19	19	12	31	26	30	29	24	33	26	26	16	21	430	0
FFQ	129	0	0	1	2	2	6	5	7	8	6	7	3	5	2	3	3	1	3	7	6	6	5	5	6	8	15	11	8	7	11	10	12	7	6	11	9	9	19	18	25	18	19	30	31	30	24	24	17	17	11	470	0
FFQ	130	0	0	1	3	3	4	7	5	6	5	9	5	2	3	5	5	3	6	10	7	6	2	5	5	5	7	8	7	8	16	13	14	15	7	12	5	10	15	15	16	30	38	27	27	33	26	19	18	17	20	441	0
FFQ	131	0	0	1	3	3	3	7	5	7	6	4	2	7	1	4	2	4	11	9	7	5	7	2	4	4	2	11	11	11	9	12	18	11	6	15	13	14	9	12	28	18	30	30	23	25	24	20	20	16	11	467	0
FFQ	132	0	0	1	3	4	3	4	5	8	5	7	1	3	0	4	5	5	2	6	5	3	6	8	7	7	10	12	8	9	10	8	12	19	8	15	18	9	7	16	24	23	24	20	30	37	30	24	15	13	8	462	0
FFQ	133	0	0	1	1	5	6	4	3	7	7	2	3	2	6	1	2	7	3	4	9	6	3	5	7	8	4	14	15	16	10	10	6	11	11	13	7	15	13	19	19	27	24	43	20	29	16	26	18	12	8	465	0
FFQ	134	0	0	1	1	4	6	2	8	7	5	4	3	2	3	2	2	3	2	3	6	8	2	4	7	5	6	11	12	18	15	13	18	12	7	15	8	17	14	22	25	16	21	28	23	27	47	30	24	14	6	434	0
FFQ	135	0	0	1	2	3	7	3	4	7	4	6	4	5	2	0	3	4	2	2	4	7	6	3	7	7	12	14	10	11	9	12	14	14	11	14	13	11	16	15	18	27	25	27	26	26	25	27	16	18	16	452	0
FFQ	136	0	0	1	2	4	5	3	4	4	4	4	4	6	5	4	2	3	4	1	4	4	5	11	16	4	9	11	11	13	17	7	17	13	6	16	11	9	17	10	12	22	27	23	29	29	23	31	29	18	12	445	0
FFQ	137	0	0	1	1	4	4	3	6	6	6	3	5	10	3	3	1	4	2	2	4	4	7	5	10	8	8	12	12	19	10	11	22	11	11	9	9	7	13	10	15	32	33	27	30	31	23	20	16	12	12	454	0
FFQ	138	0	0	1	1	3	4	5	5	9	8	2	2	8	6	2	1	3	5	5	1	0	10	8	5	9	6	7	7	17	12	21	18	16	7	12	13	8	14	14	22	29	20	23	35	22	31	22	19	8	14	451	0
FFQ	139	0	0	1	3	2	3	4	7	8	9	4	1	6	2	4	2	1	5	4	2	5	8	7	5	9	8	11	20	13	13	17	5	14	6	11	7	14	15	24	24	20	27	21	22	26	26	24	18	14	12	457	0
FFQ	140	0	0	1	2	3	2	7	7	7	5	5	3	5	8	3	4	1	2	10	1	5	7	6	4	10	4	11	12	15	18	14	9	6	13	9	5	11	16	21	14	24	24	35	30	20	21	28	18	15	10	460	0
FFQ	141	0	0	1	2	1	3	6	7	7	4	7	4	6	6	2	3	1	3	4	7	8	6	7	8	7	11	15	10	9	20	5	8	11	10	7	9	14	19	22	20	21	29	22	32	32	23	15	18	16	13	449	0
FFQ	142	0	0	1	1	1	1	9	2	9	9	7	5	4	6	3	2	3	4	7	5	4	5	6	4	7	17	18	11	18	15	8	8	6	8	6	13	7	20	24	15	19	18	35	23	28	30	19	26	15	13	445	0
FFQ	143	0	0	1	1	2	1	7	7	5	6	11	6	3	2	3	2	3	5	8	4	3	4	8	3	8	6	18	15	18	14	14	10	6	7	13	9	14	14	17	10	24	28	23	28	26	31	25	15	14	9	459	0
FFQ	144	0	0	1	2	0	4	6	4	8	5	9	7	2	4	5	2	4	2	8	7	3	5	4	6	4	7	15	11	14	20	6	10	13	4	15	13	9	26	17	16	20	24	20	29	20	23	25	20	14	18	459	0
FFQ	145	0	0	1	2	0	5	6	5	3	6	7	7	2	7	8	1	7	2	4	5	8	4	4	5	3	15	12	13	12	18	12	7	10	8	10	11	9	20	17	22	14	17	29	32	38	24	17	20	12	14	455	0
FFQ	146	0	0	1	1	0	5	6	5	4	9	7	3	7	6	2	5	5	5	3	4	5	8	4	1	4	7	10	10	11	20	13	16	14	9	14	8	12	23	14	15	29	24	30	25	21	23	30	22	17	9	444	0
FFQ	147	0	0	0	2	2	3	4	3	10	5	6	5	5	6	5	5	5	0	3	6	4	4	6	4	3	8	8	12	12	15	9	17	19	11	18	12	14	17	9	17	23	30	31	22	32	19	27	12	14	16	449	0
FFQ	148	0	0	0	2	1	4	4	2	10	9	6	4	4	4	6	4	2	1	3	7	7	3	6	6	8	6	12	11	16	16	14	6	18	7	18	9	9	15	18	14	25	24	28	26	31	23	25	16	20	14	444	0
FFQ	149	0	0	1	1	1	4	7	4	7	9	2	3	2	8	4	8	7	1	5	6	4	5	6	6	7	6	15	11	16	14	13	9	11	9	7	9	11	12	14	23	24	24	29	28	30	17	25	21	16	12	454	0
FFQ	150	0	0	1	1	1	5	8	5	5	11	4	3	2	4	6	8	4	3	5	6	3	4	3	8	6	10	11	9	12	11	17	10	12	10	11	12	14	15	14	20	22	23	23	28	30	28	21	10	13	14	462	0
FFQ	151	0	0	1	1	3	2	6	11	5	5	6	5	3	3	7	4	4	4	6	4	3	5	10	6	4	11	12	11	18	14	11	7	7	8	17	5	10	14	14	17	24	27	25	25	21	26	32	22	15	16	451	0
FFQ	152	0	0	1	2	1	5	6	6	6	9	3	7	1	5	2	8	1	4	5	3	6	7	9	7	7	6	10	12	17	16	15	10	11	11	9	10	10	15	18	17	24	26	22	18	36	21	28	15	19	10	451	0
FFQ	153	0	0	1	1	4	2	4	10	6	6	3	4	2	4	5	4	3	2	8	3	4	4	12	12	10	4	15	3	12	11	14	12	13	14	10	8	13	20	21	17	20	28	29	25	27	22	23	24	11	10	446	0
FFQ	154	0	0	1	1	0	5	3	7	8	3	8	5	0	4	1	3	1	4	7	7	7	11	5	6	10	12	9	10	20	9	17	7	11	9	9	15	7	11	21	14	22	25	21	38	15	23	22	17	12	12	469	0
FFQ	155	0	0	1	1	1	2	1	6	2	6	6	8	3	4	6	0	3	3	7	7	8	12	6	9	7	7	8	13	15	17	19	13	4	3	9	14	9	10	16	13	20	30	21	31	23	22	18	20	10	13	476	0
FFQ	156	0	0	1	1	2	4	2	3	5	5	7	4	9	5	3	1	5	5	3	5	2	10	4	8	6	6	13	10	14	18	8	27	6	9	6	3	13	16	17	20	23	24	32	20	26	25	22	26	18	13	448	0
FFQ	157	0	0	0	2	1	4	1	4	5	6	3	6	5	4	2	4	2	6	4	3	6	4	2	12	6	16	16	8	19	17	8	8	5	11	6	8	18	13	13	19	26	25	23	22	30	29	20	23	14	10	464	0
FFQ	158	0	0	0	2	1	1	4	2	7	6	3	2	5	2	7	3	4	7	4	4	4	3	3	4	13	8	12	14	13	18	16	11	13	9	13	12	7	16	15	13	16	32	20	33	30	18	21	17	10	14	470	0
FFQ	159	0	0	0	2	0	2	6	3	7	5	2	6	5	3	3	4	3	7	3	3	7	7	2	11	7	8	12	16	8	7	18	13	9	12	12	7	10	15	19	16	22	22	29	35	21	25	23	29	12	10	453	0
FFQ	160	0	0	0	3	0	2	8	3	3	4	4	5	6	5	3	4	4	5	5	2	8	5	5	7	11	11	9	15	5	9	11	12	10	8	17	9	11	13	24	23	21	20	23	20	29	26	20	13	14	13	473	0
FFQ	161	0	0	0	2	0	1	7	5	4	3	5	4	3	2	6	2	5	4	7	2	7	4	4	11	3	8	9	12	13	17	8	15	4	17	17	7	7	14	16	17	23	27	23	34	23	25	22	19	12	8	472	0
FFQ	162	0	0	0	2	0	4	0	4	7	8	7	4	3	3	3	1	3	3	5	3	4	7	3	10	3	14	4	7	12	14	13	11	18	11	14	14	9	21	19	21	21	26	21	28	28	35	22	21	14	13	442	0
FFQ	163	0	0	0	2	0	4	3	4	5	6	3	2	5	5	2	4	4	4	4	4	3	2	10	3	11	12	18	12	17	10	6	11	8	14	11	16	8	19	17	23	28	16	25	23	32	26	22	21	12	9	454	0
FFQ	164	0	0	0	3	1	3	5	2	6	2	7	4	2	4	2	3	7	2	6	5	2	4	8	5	6	5	11	10	11	14	15	14	20	13	9	12	8	18	20	21	27	25	26	30	20	19	22	12	16	20	453	0
FFQ	165	0	0	0	3	1	2	3	8	3	1	5	7	2	3	3	2	3	4	4	6	4	6	5	9	7	12	6	8	17	10	13	15	12	9	11	10	3	15	17	27	25	31	24	37	31	32	25	19	12	16	431	0
FFQ	166	0	0	0	2	0	3	3	6	7	3	6	1	4	3	2	4	2	7	7	6	8	3	4	9	7	10	15	12	13	10	19	15	6	10	11	14	13	18	11	15	30	28	29	24	24	21	22	12	14	17	448	0
FFQ	167	0	0	0	2	1	5	3	4	7	3	5	2	0	5	3	2	5	5	5	3	6	3	7	10	5	8	11	14	19	18	14	16	8	12	8	11	17	18	11	8	26	26	26	26	21	31	19	16	12	18	453	0
FFQ	168	0	0	0	2	2	3	4	7	5	2	5	6	1	4	4	2	4	8	5	8	5	0	6	5	9	7	12	18	12	10	18	11	17	11	5	11	5	19	22	17	21	23	19	35	30	22	16	18	10	9	462	0
FFQ	169	0	0	0	2	4	2	6	5	3	1	6	5	4	3	5	2	4	8	5	9	5	2	4	6	15	11	17	13	14	14	12	10	10	12	5	6	13	27	17	12	24	24	19	29	25	18	19	21	12	11	456	0
FFQ	170	0	0	0	2	5	1	7	6	1	2	7	3	3	4	2	0	3	10	4	9	5	6	0	7	6	12	15	15	13	17	14	8	21	9	11	14	7	15	21	15	19	20	22	35	28	26	21	13	14	10	449	0
FFQ	171	0	0	0	3	3	2	8	2	4	3	8	3	3	4	0	2	5	5	2	9	7	8	5	6	11	14	12	12	11	14	12	9	16	10	11	14	13	16	20	10	20	26	24	24	26	18	18	19	16	18	451	0
FFQ	172	0	0	1	3	2	4	4	6	3	5	3	6	1	3	4	1	7	6	7	5	7	5	6	6	12	9	15	11	13	15	13	12	14	8	13	9	8	21	17	11	16	27	22	24	29	27	24	22	13	10	447	0
FFQ	173	0	0	1	1	3	5	3	7	3	5	5	3	1	2	3	0	6	7	7	8	7	6	6	6	8	9	9	13	22	15	16	7	15	11	11	9	9	14	14	16	19	24	18	29	24	26	18	15	10	18	462	0
FFQ	174	0	0	0	5	2	4	2	6	3	7	6	3	2	3	3	2	1	7	2	8	8	9	8	5	8	7	12	13	11	17	14	19	12	16	7	9	13	11	11	13	21	23	15	37	21	30	15	16	11	9	469	0
FFQ	175	0	0	0	6	1	3	8	6	3	5	8	2	4	2	0	4	2	3	3	6	7	5	6	13	12	8	9	20	10	13	11	14	13	8	6	7	12	21	18	18	17	21	28	26	25	28	20	15	12	10	457	0
FFQ	176	0	0	0	5	1	4	6	6	3	6	6	3	7	3	2	3	3	3	7	4	8	4	6	8	6	8	9	15	8	20	13	8	13	10	10	10	10	8	17	24	14	29	25	28	27	26	31	20	18	12	439	0
FFQ	177	0	0	0	2	4	5	5	1	6	6	4	5	5	7	3	5	5	5	6	4	5	4	9	6	8	10	12	10	13	13	12	13	13	8	12	17	6	12	13	18	23	17	26	24	21	18	32	20	19	13	451	0
FFQ	178	0	0	0	3	4	4	7	4	9	2	4	4	8	4	3	3	3	4	5	4	8	5	6	10	2	5	13	15	15	12	16	11	20	7	12	12	10	10	11	16	23	29	23	27	31	29	23	19	9	12	440	0
FFQ	179	0	0	1	1	4	5	2	7	5	4	2	4	6	9	4	5	1	3	5	6	5	4	6	11	11	6	6	11	16	14	13	13	10	6	9	10	7	14	22	17	20	25	17	30	32	22	29	19	15	13	446	0
FFQ	180	0	0	1	1	4	4	3	7	4	9	3	7	7	5	5	3	3	2	7	5	7	2	6	10	13	4	10	8	9	11	11	14	9	13	18	11	9	15	14	10	14	18	23	23	24	31	22	12	16	15	470	0
FFQ	181	0	0	0	3	1	6	7	6	5	4	2	4	7	5	2	7	2	3	7	5	2	3	7	5	9	10	18	13	12	18	7	8	11	7	14	4	12	16	15	19	17	21	24	31	25	15	18	22	10	12	470	0
FFQ	182	0	0	0	3	4	1	5	5	3	9	5	2	5	5	2	6	2	6	4	10	3	2	5	5	7	10	9	8	16	23	13	16	9	9	8	6	5	14	19	11	20	23	27	26	21	23	16	23	22	14	461	0
FFQ	183	0	0	0	3	3	2	1	6	8	8	5	3	6	3	5	5	2	4	5	6	4	5	4	5	15	14	14	7	11	15	10	12	8	6	14	3	4	8	19	26	21	20	22	23	28	20	23	27	16	10	462	0
FFQ	184	0	0	0	2	3	5	2	5	7	5	7	3	2	8	0	6	1	2	6	9	1	8	4	10	6	5	10	22	16	13	8	9	8	10	8	10	10	9	16	22	21	24	22	29	28	23	27	15	17	8	458	0
FFQ	185	0	0	0	3	3	2	3	5	4	6	2	5	2	6	4	2	2	3	4	9	6	3	6	8	4	10	10	15	14	22	11	11	7	6	15	7	10	16	18	19	26	19	21	28	27	26	17	20	11	5	467	0
FFQ	186	0	0	0	3	2	3	5	6	2	3	4	4	5	4	3	3	8	8	3	8	5	0	6	7	16	14	6	8	18	10	13	8	4	12	11	5	8	24	16	21	21	21	36	18	17	21	22	20	14	9	465	0
FFQ	187	0	0	0	2	4	3	1	8	3	3	5	6	4	2	6	5	3	6	0	5	5	3	7	5	12	9	15	21	7	10	4	6	10	9	14	9	14	15	17	15	31	24	19	20	33	31	22	23	15	11	446	0
FFQ	188	0	0	0	1	4	2	3	7	5	3	4	2	3	4	6	3	3	5	3	2	5	3	7	4	7	9	5	10	12	19	17	17	9	5	13	12	10	14	18	11	25	22	20	33	36	33	22	12	15	10	451	0
FFQ	189	0	0	0	3	3	3	0	6	7	4	4	6	4	0	2	4	3	4	4	1	6	7	9	6	9	10	19	9	4	16	8	14	20	8	11	7	11	11	22	12	24	17	25	24	29	17	16	19	12	12	474	0
FFQ	190	0	0	0	3	3	4	3	6	5	4	3	4	7	3	2	0	5	6	4	3	4	3	9	11	8	10	14	19	10	23	10	12	13	5	8	7	10	14	18	13	19	28	22	33	27	27	32	20	12	15	425	0
FFQ	191	0	0	0	2	5	3	4	5	6	7	6	1	8	2	1	0	3	5	1	4	4	5	6	8	6	14	9	15	14	14	15	12	13	10	12	4	5	21	16	9	19	25	27	32	29	41	13	20	10	9	446	0
FFQ	192	0	0	0	2	4	4	5	6	5	5	3	4	7	5	1	4	3	6	2	1	3	5	4	5	10	10	15	11	7	19	8	18	13	10	6	7	10	16	14	14	21	30	18	29	26	21	27	10	15	10	467	0
FFQ	193	0	0	1	1	1	5	6	3	7	5	4	5	8	6	4	4	2	2	5	3	6	3	3	2	11	7	18	16	17	14	10	4	9	9	10	10	7	9	15	19	26	33	26	17	34	23	23	17	17	9	449	0
FFQ	194	0	0	0	2	2	6	8	4	4	2	6	2	6	4	5	4	2	1	7	6	5	3	8	5	2	4	12	20	15	12	11	13	7	9	11	10	11	12	23	15	20	29	22	27	29	25	21	8	14	11	459	0
FFQ	195	0	0	0	2	1	3	11	8	6	5	0	3	1	3	6	2	3	4	7	5	5	7	4	7	9	14	1	19	14	7	11	10	2	12	10	12	8	18	18	9	19	25	28	28	29	29	21	16	10	14	458	0
FFQ	196	0	0	0	2	3	7	7	7	4	4	4	1	1	4	5	6	2	6	4	2	5	7	5	5	9	4	17	13	11	13	11	13	8	12	9	10	7	15	12	22	18	26	21	26	32	30	26	16	18	12	442	0
FFQ	197	0	0	0	2	3	2	9	5	6	8	7	3	4	3	5	5	1	5	3	2	2	2	9	8	7	13	13	9	15	12	12	11	15	6	9	5	6	15	10	21	31	15	22	29	22	30	21	21	9	9	461	0
FFQ	198	0	0	0	2	1	6	8	6	4	7	5	5	4	4	1	4	2	1	4	2	3	4	7	8	12	9	14	10	6	16	18	11	10	6	12	9	7	12	15	22	22	24	23	29	24	24	22	14	16	8	460	0
FFQ	199	0	0	0	2	3	3	10	5	2	3	7	4	5	2	2	2	4	3	2	2	8	4	3	7	10	17	14	10	11	12	15	8	12	11	7	10	8	17	15	21	25	25	25	17	23	23	14	12	10	11	475	0
FFQ	200	0	0	0	3	2	6	5	8	2	4	5	2	3	3	3	2	1	6	3	2	6	1	3	8	10	13	11	10	22	16	10	15	13	10	9	12	13	11	21	14	16	28	25	22	33	26	23	17	15	7	441	0
FFQ	201	0	0	0	3	2	5	5	4	4	5	4	3	4	1	3	1	4	6	3	4	4	3	11	9	10	9	10	12	13	21	10	17	10	11	7	15	8	13	14	24	18	24	24	18	26	21	31	19	11	12	444	0
FFQ	202	0	0	0	3	1	3	8	4	4	5	5	4	5	1	3	4	3	3	7	4	3	4	10	3	9	4	14	18	9	20	16	14	9	7	17	9	9	10	18	15	21	25	22	29	25	25	14	13	10	11	460	0
FFQ	203	0	0	1	2	0	3	6	6	4	8	5	2	1	8	6	4	2	3	3	7	5	6	4	4	4	10	12	8	19	17	10	11	17	11	13	6	7	18	14	13	20	25	32	26	27	18	14	23	16	11	448	0
FFQ	204	0	0	1	2	2	2	7	4	5	7	5	8	6	6	3	4	1	3	4	7	6	0	4	6	6	5	13	13	7	13	10	17	8	11	12	12	10	16	16	19	28	16	18	30	28	16	16	21	15	12	459	0
FFQ	205	0	0	1	2	1	2	5	7	11	3	3	6	6	5	3	3	3	3	1	3	5	0	7	8	12	10	13	13	11	13	9	7	8	12	6	12	13	13	16	20	17	21	26	20	27	13	24	21	11	12	472	0
FFQ	206	0	0	1	2	2	0	5	5	12	10	2	8	4	5	2	1	6	1	1	3	4	1	3	13	9	6	10	7	13	14	19	14	11	13	9	8	5	8	14	15	22	25	23	20	24	22	26	19	20	7	466	0
FFQ	207	0	0	1	2	1	2	3	9	7	11	3	8	4	4	5	3	6	1	3	2	6	5	2	6	7	6	9	8	16	16	13	19	12	7	12	9	8	11	15	10	21	25	26	24	23	32	16	9	12	19	461	0
FFQ	208	0	0	1	1	1	3	5	4	11	8	7	6	4	5	0	1	4	2	3	2	7	4	5	8	7	8	12	15	9	15	17	14	14	9	6	5	8	11	11	17	30	30	19	29	22	13	28	28	16	14	441	0
FFQ	209	0	0	0	2	1	7	6	2	9	8	4	6	5	5	2	1	2	1	2	1	6	6	3	6	10	12	17	12	13	9	15	11	10	10	8	8	6	8	19	14	19	29	15	22	30	27	21	26	15	6	463	0
FFQ	210	0	0	0	2	2	6	5	4	3	11	7	7	4	3	2	4	2	1	7	1	3	7	3	6	15	10	10	12	19	10	4	10	9	8	7	14	10	15	7	11	20	30	15	24	27	26	21	18	14	12	472	0
FFQ	211	0	0	0	2	1	4	7	6	6	9	6	5	1	4	3	4	7	2	5	4	2	3	5	6	6	13	14	14	16	10	13	7	4	10	8	9	15	13	9	15	21	29	22	28	20	22	22	17	18	12	461	0
FFQ	212	0	0	0	2	2	2	6	6	6	6	5	5	6	2	2	3	6	5	3	2	3	5	6	5	5	10	14	11	12	15	12	15	5	7	4	14	10	19	18	9	11	23	27	33	28	22	26	18	13	12	457	0
FFQ	213	0	0	0	2	2	4	5	6	6	6	9	6	2	2	2	1	3	7	2	3	5	8	5	10	8	15	15	8	8	12	11	9	7	10	8	9	13	15	7	13	15	30	31	24	29	34	24	23	16	10	438	0
FFQ	214	0	0	0	2	3	2	5	5	9	5	5	7	1	5	4	2	2	3	6	1	3	4	7	6	8	17	13	13	10	13	10	13	12	8	11	7	9	11	13	13	14	19	27	22	31	24	27	20	10	16	459	0
FFQ	215	0	0	0	2	3	2	3	10	7	3	4	5	4	2	3	1	1	3	1	5	6	7	7	7	11	12	16	13	14	12	11	11	15	9	4	10	5	16	17	13	17	26	33	24	24	22	24	11	20	8	452	0
FFQ	216	0	0	0	2	1	5	5	4	6	5	4	6	2	2	2	2	2	3	3	2	8	5	5	9	9	14	12	11	11	19	14	12	7	9	13	11	9	17	11	16	18	23	34	29	18	19	29	18	14	10	445	0
FFQ	217	0	0	0	2	0	5	7	3	8	2	2	5	2	4	3	0	4	1	4	2	5	10	4	8	9	12	20	13	11	14	14	7	10	7	3	13	6	15	22	11	22	22	20	20	19	28	18	15	12	7	484	0
FFQ	218	0	0	0	2	2	5	4	6	6	3	1	1	4	3	3	2	1	2	2	2	6	9	5	6	6	6	11	13	22	17	17	7	9	10	7	9	6	19	12	15	19	27	18	18	27	22	27	20	14	15	466	0
FFQ	219	0	0	0	2	5	7	3	4	6	2	2	2	2	3	2	4	2	3	4	0	5	5	9	6	15	11	11	5	12	14	15	8	5	9	5	10	10	14	15	16	21	17	26	33	31	22	18	10	13	10	480	0
FFQ	220	0	0	0	1	4	4	5	6	5	2	1	5	4	2	2	1	4	2	7	3	10	2	10	3	12	11	12	12	10	13	10	9	6	7	7	7	8	11	17	18	29	26	24	15	27	21	25	12	6	8	486	0
FFQ	221	0	0	0	2	2	3	6	8	4	3	3	3	3	0	4	1	3	3	5	7	9	4	5	7	9	11	12	14	18	5	11	7	8	6	8	7	6	10	15	13	20	27	29	16	13	29	24	13	14	11	491	0
FFQ	222	0	0	0	2	1	4	7	5	4	3	4	3	3	1	3	4	2	6	2	6	8	3	4	3	9	11	13	7	17	15	9	15	5	10	11	8	10	13	13	10	20	19	19	21	31	26	17	20	14	15	476	0
FFQ	223	0	0	0	1	3	4	3	4	4	3	7	5	4	3	5	2	4	6	3	5	5	5	3	5	5	13	17	17	11	15	6	8	15	5	6	8	8	11	10	16	22	17	20	20	19	33	19	21	15	14	476	0
FFQ	224	0	0	0	1	3	5	4	5	4	4	2	3	3	2	7	4	6	4	2	10	5	3	2	4	3	15	15	19	15	12	9	9	9	10	6	7	7	15	16	13	19	24	16	17	25	28	19	15	9	11	485	0
FFQ	225	0	0	0	1	3	4	3	6	4	2	4	3	0	5	5	8	3	4	3	2	8	7	5	7	8	6	11	7	11	11	12	17	5	11	11	9	8	10	24	17	20	26	26	25	13	29	22	20	15	9	460	0
FFQ	226	0	0	0	1	2	3	4	6	6	4	4	8	2	1	3	8	4	3	2	5	4	3	4	7	13	11	10	13	11	11	10	16	4	5	12	8	5	16	14	15	27	24	30	25	22	26	28	15	16	17	442	0
FFQ	227	0	0	0	1	1	5	5	7	4	5	7	6	2	2	5	3	4	5	4	2	3	1	4	7	8	7	12	20	17	13	8	11	4	4	13	7	11	12	12	12	28	32	17	26	35	23	20	19	17	11	448	0
FFQ	228	0	0	0	1	2	2	6	7	9	5	5	5	1	3	3	4	0	4	4	2	3	6	4	3	7	13	7	11	18	9	17	13	7	8	8	12	8	13	12	11	17	26	24	32	39	37	23	16	19	9	434	0
FFQ	229	0	0	0	1	0	4	5	3	6	8	4	5	3	2	2	6	0	3	4	3	5	5	5	4	10	18	15	12	13	11	12	11	8	10	7	7	6	14	17	21	12	17	33	26	25	33	23	12	11	7	460	0
FFQ	230	0	0	0	1	2	4	5	2	4	6	3	6	3	3	4	5	3	0	5	4	9	7	8	4	3	13	12	13	14	14	12	13	10	6	8	2	7	9	16	16	21	29	29	24	32	29	20	14	24	12	439	0
FFQ	231	0	0	0	1	2	4	4	2	5	2	6	6	4	3	6	2	2	2	6	2	10	5	7	9	8	10	7	11	14	14	10	12	8	6	9	12	4	13	14	16	18	15	33	34	30	25	22	15	14	11	454	0
FFQ	232	0	0	0	1	2	6	3	2	2	5	5	5	4	5	3	6	1	3	3	3	2	8	6	8	6	6	19	16	19	7	17	11	8	3	10	13	5	15	14	11	14	24	26	28	17	41	28	17	11	8	452	0
FFQ	233	0	0	0	1	4	3	4	3	4	4	5	5	5	3	5	5	1	3	2	3	4	6	7	5	9	10	14	13	20	13	10	9	5	11	10	8	9	11	14	13	13	27	23	28	28	22	16	13	14	11	473	0
FFQ	234	0	0	0	2	3	2	8	1	6	1	8	4	4	4	3	5	4	4	4	3	5	9	6	9	12	5	13	10	18	14	11	13	7	5	8	8	6	13	14	13	21	14	20	25	29	33	24	11	13	10	464	0
FFQ	235	0	0	1	1	1	5	3	4	5	6	5	4	1	3	8	4	5	2	6	5	3	7	7	5	9	12	13	21	13	12	14	10	4	6	10	3	8	20	13	12	15	25	22	31	30	28	15	23	12	8	448	0
FFQ	236	0	0	0	3	2	1	3	3	6	8	5	4	4	2	4	7	2	2	8	5	3	2	8	8	6	5	12	16	22	12	18	7	7	9	10	3	10	10	7	14	27	20	19	30	26	19	21	20	13	9	465	0
FFQ	237	0	0	0	4	1	1	1	6	5	7	7	5	3	2	3	4	3	3	8	2	3	4	3	11	8	13	8	8	20	12	18	15	10	9	0	9	10	10	10	15	21	24	24	22	25	23	21	20	9	17	459	0
FFQ	238	0	0	0	3	1	4	1	3	7	7	6	4	3	4	1	3	5	4	9	3	3	2	3	5	10	6	10	16	17	13	14	14	10	8	5	3	10	11	12	17	14	14	25	22	38	23	26	17	9	15	466	0
FFQ	239	0	0	1	1	2	3	2	5	3	9	3	3	3	4	1	4	1	5	7	4	1	5	8	7	8	7	8	18	17	13	8	14	6	15	8	7	7	9	8	14	21	27	25	24	22	28	19	19	10	13	469	0
FFQ	240	0	0	1	2	1	6	1	3	4	5	5	6	5	5	1	3	4	4	3	5	2	4	8	8	7	9	7	13	16	14	13	7	21	3	6	8	6	7	7	17	26	23	24	26	23	28	19	24	15	2	469	0
FFQ	241	0	0	1	2	0	4	1	5	4	0	3	7	7	4	4	4	2	4	0	3	5	6	10	7	11	10	18	11	15	10	12	10	11	7	6	9	4	10	13	9	16	28	17	32	18	26	19	21	10	17	472	0
FFQ	242	0	0	1	1	1	4	4	1	4	4	3	9	7	6	0	1	3	4	1	6	1	2	6	9	8	10	21	11	15	10	17	10	8	9	10	5	10	13	11	18	15	18	13	21	31	14	20	26	13	10	479	0
FFQ	243	0	0	1	0	1	5	6	4	4	1	3	7	3	5	1	1	4	4	2	5	5	3	9	7	8	11	19	7	10	15	13	13	11	13	6	8	6	8	13	11	13	22	31	20	24	22	20	17	5	9	487	0
